date,firm,Ticker,Research_Development,Income_Before_Tax,Net_Income,Selling_General_Administrative,Gross_Profit,Ebit,Operating_Income,Interest_Expense,Income_Tax_Expense,Total_Revenue,Total_Operating_Expenses,Cost_Of_Revenue,Total_Other_Income_Expense_Net,Net_Income_From_Continuing_Ops,Net_Income_Applicable_To_Common_Shares
2020-12-31,"LKQ Corporation",LKQ,0,249899000,181012000,815386000,1170496000,282715000,282715000,-19012000,68708000,2953888000,2671173000,1783392000,-32816000,181191000,181012000
2020-09-30,"LKQ Corporation",LKQ,0,272441000,193483000,817958000,1199375000,312762000,312762000,-27878000,78510000,3047684000,2734922000,1848309000,-40321000,193931000,193483000
2020-06-30,"LKQ Corporation",LKQ,0,160362000,118792000,740093000,1016669000,210829000,210829000,-28412000,41869000,2626323000,2415494000,1609654000,-50467000,118493000,118792000
2021-06-30,"Loews Corporation",L,0,1012000000,754000000,656000000,1768000000,1112000000,1112000000,-100000000,219000000,4003000000,2891000000,2235000000,-100000000,793000000,754000000
2021-03-31,"Loews Corporation",L,0,407000000,261000000,914000000,1446000000,532000000,532000000,-125000000,114000000,3622000000,3090000000,2176000000,-125000000,293000000,261000000
2020-12-31,"Loews Corporation",L,0,548000000,397000000,893000000,1524000000,631000000,631000000,-111000000,111000000,3675000000,3044000000,2151000000,-83000000,437000000,397000000
2020-09-30,"Loews Corporation",L,0,183000000,139000000,866000000,1196000000,330000000,330000000,-137000000,21000000,3465000000,3135000000,2269000000,-147000000,162000000,139000000
2021-06-30,"Lumen Technologies",LUMN,0,674000000,506000000,735000000,2809000000,1043000000,1043000000,-384000000,168000000,4924000000,3881000000,2115000000,-369000000,506000000,506000000
2021-03-31,"Lumen Technologies",LUMN,0,632000000,475000000,732000000,2893000000,1011000000,1011000000,-389000000,157000000,5029000000,4018000000,2136000000,-379000000,475000000,475000000
2020-09-30,"Lumen Technologies",LUMN,0,480000000,366000000,852000000,2931000000,886000000,886000000,-409000000,114000000,5167000000,4281000000,2236000000,-406000000,366000000,366000000
2021-03-31,LyondellBasell,LYB,29000000,1140000000,1068000000,302000000,1404000000,1073000000,1073000000,-112000000,70000000,9082000000,8009000000,7678000000,67000000,1070000000,1066000000
2020-12-31,LyondellBasell,LYB,34000000,894000000,853000000,298000000,1225000000,893000000,893000000,-190000000,39000000,7937000000,7044000000,6712000000,1000000,855000000,853000000
2021-06-30,"M&T Bank",MTB,0,605628000,458069000,656650000,1470973000,0,630134000,0,147559000,1470973000,840839000,0,-24506000,458069000,438756000
2021-03-31,"M&T Bank",MTB,0,592549000,447249000,713245000,1511993000,0,609475000,0,145300000,1511993000,902518000,0,-16926000,447249000,428091000
2020-12-31,"M&T Bank",MTB,0,620522000,471140000,654539000,1465530000,0,638855000,0,149382000,1465530000,826675000,0,-18333000,471140000,451863000
2020-09-30,"M&T Bank",MTB,0,486882000,372136000,645914000,1313656000,0,502917000,0,114746000,1313656000,810739000,0,-16035000,372136000,353399000
2021-06-30,"Marathon Oil",MRO,0,26000000,16000000,69000000,966000000,54000000,54000000,-59000000,10000000,1259000000,1205000000,293000000,-28000000,16000000,16000000
2021-03-31,"Marathon Oil",MRO,0,107000000,97000000,75000000,907000000,87000000,87000000,-13000000,10000000,1180000000,1093000000,273000000,20000000,97000000,97000000
2020-12-31,"Marathon Oil",MRO,0,-341000000,-338000000,57000000,530000000,-215000000,-215000000,-72000000,-3000000,831000000,1046000000,301000000,-126000000,-338000000,-338000000
2020-09-30,"Marathon Oil",MRO,0,-310000000,-317000000,59000000,452000000,-239000000,-239000000,-62000000,7000000,764000000,1003000000,312000000,-71000000,-317000000,-317000000
2021-03-31,"Marathon Petroleum",MPC,0,-136000000,-242000000,575000000,1704000000,123000000,123000000,-334000000,34000000,22788000000,22665000000,21084000000,-259000000,-170000000,-242000000
2020-12-31,"Marathon Petroleum",MPC,0,57000000,285000000,639000000,1989000000,380000000,380000000,-334000000,-193000000,18020000000,17640000000,16031000000,-323000000,250000000,284000000
2020-09-30,"Marathon Petroleum",MPC,0,-1416000000,-886000000,679000000,1287000000,-400000000,-400000000,-344000000,-436000000,17430000000,17830000000,16143000000,-1016000000,-980000000,-886000000
2021-06-30,MarketAxess,MKTX,0,86053000,67288000,24784000,125058000,87177000,87177000,-171000,18765000,176334000,89157000,51276000,-1124000,67288000,67288000
2021-03-31,MarketAxess,MKTX,0,101801000,80457000,22082000,137340000,103479000,103479000,-191000,21344000,195464000,91985000,58124000,-1678000,80457000,80457000
2020-12-31,MarketAxess,MKTX,0,90289000,72931000,22543000,125952000,92817000,92817000,-96000,17358000,171346000,78529000,45394000,-2528000,72931000,72931000
2020-09-30,MarketAxess,MKTX,0,87965000,67776000,21171000,118006000,87803000,87803000,-1046000,20189000,164006000,76203000,46000000,162000,67776000,67776000
2021-03-31,"Marriott International",MAR,0,-27000000,-11000000,211000000,401000000,85000000,85000000,-107000000,-16000000,536000000,451000000,135000000,-112000000,-11000000,-11000000
2020-12-31,"Marriott International",MAR,0,-314000000,-164000000,459000000,358000000,145000000,145000000,-112000000,-150000000,508000000,363000000,150000000,-459000000,-164000000,-164000000
2020-09-30,"Marriott International",MAR,0,127000000,100000000,131000000,331000000,253000000,253000000,-113000000,27000000,465000000,212000000,134000000,-126000000,100000000,100000000
2020-06-30,"Marriott International",MAR,0,-298000000,-234000000,178000000,141000000,-133000000,-133000000,-127000000,-64000000,262000000,395000000,121000000,-165000000,-234000000,-234000000
2021-03-31,"Marsh & McLennan",MMC,0,1322000000,983000000,0,2349000000,1452000000,1452000000,-118000000,324000000,5083000000,3631000000,2734000000,-130000000,998000000,983000000
2020-12-31,"Marsh & McLennan",MMC,0,540000000,374000000,0,1865000000,760000000,760000000,-128000000,161000000,4416000000,3656000000,2551000000,-220000000,379000000,374000000
2020-09-30,"Marsh & McLennan",MMC,0,459000000,316000000,0,1533000000,600000000,600000000,-128000000,139000000,3968000000,3368000000,2435000000,-141000000,320000000,316000000
2020-06-30,"Marsh & McLennan",MMC,0,787000000,572000000,0,1823000000,948000000,948000000,-132000000,207000000,4189000000,3241000000,2366000000,-161000000,580000000,572000000
2021-06-30,"Martin Marietta Materials",MLM,0,288100000,225800000,76700000,385300000,310200000,310200000,-28100000,62300000,1295300000,985100000,910000000,-22100000,225800000,225600000
2021-03-31,"Martin Marietta Materials",MLM,0,81400000,65300000,73600000,175900000,106700000,106700000,-27400000,15900000,921900000,815200000,746000000,-25300000,65500000,65300000
2020-12-31,"Martin Marietta Materials",MLM,0,208300000,183000000,86300000,326200000,239300000,239300000,-28400000,25200000,1110900000,871600000,784700000,-31000000,183100000,182900000
2020-09-30,"Martin Marietta Materials",MLM,0,375900000,294400000,68200000,404600000,334000000,334000000,-28700000,81500000,1240700000,906700000,836100000,41900000,294400000,294100000
2021-03-31,Masco,MAS,0,157000000,94000000,346000000,700000000,354000000,354000000,-202000000,43000000,1970000000,1616000000,1270000000,-208000000,114000000,88000000
2020-12-31,Masco,MAS,0,275000000,195000000,353000000,662000000,309000000,309000000,-34000000,67000000,1860000000,1551000000,1198000000,-34000000,208000000,195000000
2020-09-30,Masco,MAS,0,380000000,275000000,337000000,752000000,415000000,415000000,-40000000,87000000,1983000000,1568000000,1231000000,-35000000,293000000,274000000
2020-06-30,Masco,MAS,0,302000000,224000000,297000000,628000000,331000000,331000000,-35000000,82000000,1764000000,1433000000,1136000000,-29000000,220000000,222000000
2020-09-30,Mastercard,MA,0,1915000000,1513000000,1591000000,3837000000,2105000000,2105000000,-105000000,402000000,3837000000,1732000000,0,-190000000,1513000000,1513000000
2021-06-30,"Match Group",MTCH,52133000,177340000,140895000,238811000,514661000,213414000,213414000,-32219000,37320000,707760000,494346000,193099000,-36074000,140020000,140895000
2021-03-31,"Match Group",MTCH,55576000,156101000,174250000,228653000,488157000,193258000,193258000,-31838000,-17747000,667612000,474354000,179455000,-37157000,173848000,174250000
2020-12-31,"Match Group",MTCH,44832000,165796000,140579000,213007000,481671000,212582000,212582000,-43306000,25617000,651407000,438825000,169736000,-46786000,140179000,140579000
2020-09-30,"Match Group",MTCH,39280000,155055000,132581000,218820000,469947000,200167000,200167000,-43189000,23568000,639770000,439603000,169823000,-45112000,131487000,132581000
2021-08-31,"McCormick & Company",MKC,0,243900000,212400000,325800000,599600000,273800000,273800000,-33900000,31500000,1549400000,1275600000,949800000,-29900000,212400000,212400000
2021-05-31,"McCormick & Company",MKC,0,229100000,183700000,355200000,614600000,259400000,259400000,-35600000,45400000,1556700000,1297300000,942100000,-30300000,183700000,183700000
2021-02-28,"McCormick & Company",MKC,0,220400000,161800000,319500000,583800000,264300000,264300000,-33800000,58600000,1481500000,1217200000,897700000,-43900000,161800000,161800000
2020-11-30,"McCormick & Company",MKC,68600000,258200000,200700000,299000000,660700000,293100000,293100000,-32400000,57500000,1557900000,1264800000,897200000,-34900000,200700000,200700000
2021-03-31,McDonald's,MCD,0,1952700000,1537200000,490400000,2668300000,2108500000,2108500000,-300000000,415500000,5124600000,3016100000,2456300000,-155800000,1537200000,1537200000
2020-12-31,McDonald's,MCD,0,1830000000,1377200000,698000000,2780200000,2016000000,2016000000,-308900000,452800000,5313800000,3297800000,2533600000,-186000000,1377200000,1377200000
2020-06-30,"McKesson Corporation",MCK,0,645000000,444000000,2097000000,2700000000,603000000,603000000,-60000000,150000000,55679000000,55076000000,52979000000,42000000,495000000,444000000
2021-03-31,MetLife,MET,0,291000000,358000000,0,3441000000,519000000,519000000,-228000000,-72000000,15562000000,15043000000,12121000000,-228000000,363000000,290000000
2020-12-31,MetLife,MET,0,164000000,158000000,0,3588000000,393000000,393000000,-230000000,6000000,19418000000,19025000000,15830000000,-229000000,158000000,124000000
2020-09-30,MetLife,MET,0,923000000,706000000,0,4393000000,1152000000,1152000000,-229000000,214000000,16015000000,14863000000,11622000000,-229000000,709000000,633000000
2021-03-31,"Mettler Toledo",MTD,39272000,185414000,149663000,219215000,471696000,199325000,199325000,-9471000,35751000,804390000,605065000,332694000,-13911000,149663000,149663000
2020-12-31,"Mettler Toledo",MTD,39866000,269180000,216295000,223208000,559044000,281313000,281313000,-9505000,52885000,937985000,656672000,378941000,-12133000,216295000,216295000
2020-09-30,"Mettler Toledo",MTD,34656000,205809000,161767000,201873000,469608000,218958000,218958000,-9310000,44042000,807357000,588399000,337749000,-13149000,161767000,161767000
2020-06-30,"Mettler Toledo",MTD,31193000,155255000,126562000,187182000,397970000,165706000,165706000,-9582000,28693000,690673000,524967000,292703000,-10451000,126562000,126562000
2021-06-30,"MGM Resorts International",MGM,0,125130000,104753000,687079000,1122310000,151516000,151516000,-208772000,34826000,2192829000,2041313000,1070519000,-26386000,90304000,67742000
2021-03-31,"MGM Resorts International",MGM,0,-430636000,-331829000,624444000,719960000,-195040000,-195040000,-160295000,-94698000,1589686000,1784726000,869726000,-235596000,-335938000,-341257000
2020-12-31,"MGM Resorts International",MGM,0,-562872000,-447605000,618495000,582876000,-334349000,-334349000,-185679000,-106904000,1395287000,1729636000,812411000,-228523000,-455968000,-454113000
2020-09-30,"MGM Resorts International",MGM,0,-678705000,-534731000,613730000,396403000,-511701000,-511701000,-173808000,-76734000,1093603000,1605304000,697200000,-167004000,-601971000,-532954000
2021-06-30,"Microchip Technology",MCHP,238400000,297000000,252800000,173700000,1007600000,379900000,379900000,-72300000,44200000,1569400000,1189500000,561800000,-82900000,252800000,252800000
2021-03-31,"Microchip Technology",MCHP,228500000,144400000,116000000,164200000,926800000,301700000,301700000,-78000000,28400000,1467100000,1165400000,540300000,-157300000,116000000,116000000
2020-12-31,"Microchip Technology",MCHP,210100000,16800000,36200000,154500000,845800000,249600000,249600000,-86500000,-19400000,1352100000,1102500000,506300000,-232800000,36200000,36200000
2020-09-30,"Microchip Technology",MCHP,199800000,88800000,73600000,145000000,807900000,230200000,230200000,-93300000,15200000,1309500000,1079300000,501600000,-141400000,73600000,73600000
2021-03-04,"Micron Technology",MU,641000000,651000000,603000000,214000000,1649000000,663000000,663000000,-42000000,48000000,6236000000,5573000000,4587000000,-12000000,603000000,603000000
2020-12-03,"Micron Technology",MU,647000000,854000000,803000000,214000000,1736000000,866000000,866000000,-48000000,51000000,5773000000,4907000000,4037000000,-12000000,803000000,803000000
2020-09-03,"Micron Technology",MU,630000000,1126000000,988000000,231000000,2068000000,1204000000,1204000000,-50000000,136000000,6056000000,4852000000,3988000000,-78000000,990000000,988000000
2020-05-28,"Micron Technology",MU,649000000,873000000,803000000,216000000,1763000000,892000000,892000000,-51000000,68000000,5438000000,4546000000,3675000000,-19000000,805000000,803000000
2021-06-30,"Mid-America Apartments",MAA,0,225920000,216478000,13114000,254414000,109476000,109476000,-38867000,2045000,436927000,327451000,182513000,116444000,223875000,215322000
2021-03-31,"Mid-America Apartments",MAA,0,49863000,47193000,12979000,249598000,105116000,105116000,-39672000,999000,425005000,319889000,175407000,-55253000,48864000,46217000
2020-12-31,"Mid-America Apartments",MAA,0,87094000,83342000,11677000,250411000,109149000,109149000,-40952000,795000,423661000,314512000,173250000,-22055000,86299000,82311000
2020-09-30,"Mid-America Apartments",MAA,0,62701000,59910000,11360000,240694000,101655000,101655000,-41010000,665000,423199000,321544000,182505000,-38954000,62036000,58910000
2021-03-31,Moderna,MRNA,0,1260000000,1221000000,77000000,1343000000,1266000000,1266000000,-3000000,39000000,1937000000,671000000,594000000,-6000000,1221000000,1221000000
2020-12-31,Moderna,MRNA,0,-271012000,-272485000,78990000,-196048000,-275038000,-275038000,-3508000,1473000,570745000,845783000,766793000,4026000,-272485000,-272485000
2020-09-30,Moderna,MRNA,0,-232772000,-233636000,48541000,-186576000,-235117000,-235117000,-2834000,864000,157910000,393027000,344486000,2345000,-233636000,-233636000
2021-07-03,"Mohawk Industries",MHK,0,400698000,336285000,496302000,907506000,411204000,411204000,-14894000,64245000,2953833000,2542629000,2046327000,-10506000,336453000,336285000
2021-04-03,"Mohawk Industries",MHK,0,304501000,236807000,473252000,801951000,328699000,328699000,-15241000,67690000,2669026000,2340327000,1867075000,-24198000,236811000,236807000
2020-12-31,"Mohawk Industries",MHK,0,273577000,248221000,452079000,760931000,308852000,308852000,-15898000,25180000,2641764000,2332912000,1880833000,-35275000,248397000,248221000
2020-09-26,"Mohawk Industries",MHK,0,248616000,205117000,434691000,723909000,289218000,289218000,-14854000,43163000,2574870000,2285652000,1850961000,-40602000,205453000,205117000
2021-06-30,"Molson Coors Beverage Company",TAP,0,522600000,388600000,668700000,1271500000,602800000,602800000,-70700000,132300000,2939400000,2336600000,1667900000,-80200000,390300000,388600000
2021-03-31,"Molson Coors Beverage Company",TAP,0,126300000,84100000,529900000,731000000,201100000,201100000,-68200000,44300000,1898400000,1697300000,1167400000,-74800000,82000000,84100000
2020-12-31,"Molson Coors Beverage Company",TAP,0,-1337300000,-1369800000,640700000,895200000,254500000,254500000,-56800000,36600000,2294300000,2039800000,1399100000,-1591800000,-1373900000,-1369800000
2020-09-30,"Molson Coors Beverage Company",TAP,0,450400000,342800000,626900000,1202500000,575600000,575600000,-70700000,104000000,2753500000,2177900000,1551000000,-125200000,346400000,342800000
